CATEGORY,CORE,ARTWORK_PATH,BARCODE,GAME_PATH,GAME_NAME,YEAR,HIGHLIGHT
Treasure Co Ltd.,GENESIS,alien-soldier.png,4974365541309,./2 Japan - A-Z/Japan - A-O/Alien Soldier (Japan).md,,1995,x
Treasure Co Ltd.,GENESIS,dynamite-headdy.jpg,10086015430,"./1 US - A-F/Dynamite Headdy (USA, Europe).md",,1994,
Treasure Co Ltd.,GENESIS,gunstar-heroes.jpg,10086010770,./1 US - G-P/Gunstar Heroes (USA).md,,1993,x
Treasure Co Ltd.,SMS.GG,gh-gg.jpg,4974365133498,./Game Gear/2 Japan - A-Z/Gunstar Heroes (Japan).gg,,1995,x
Treasure Co Ltd.,GENESIS,mcdonald-treasure.jpg,10086010671,./1 US - G-P/McDonald's Treasure Land Adventure (USA).md,,1993,
Treasure Co Ltd.,PSX,rakugaki-showtime.jpg,4988601003247,./Rakugaki Showtime (Japan).cue,,1999,
Treasure Co Ltd.,PSX,silhouette-mirage.jpg,735366007287,./Silhouette Mirage (USA).cue,,1998,
Treasure Co Ltd.,GENESIS,yuuyuuhakusho.png,4974365541224,./4 Translations/Yuu Yuu Hakusho - Makyou Toitsusen Dual Language (J) T+Eng v1 MIJET.md,Yuu Yuu Hakusho - Makyou Toitusen,1994,
Treasure Co Ltd.,SATURN,radiant-silvergun.png,4534373100020,Radiant Silvergun (Japan).cue,,1998,x
Treasure Co Ltd.,GBA,gunstar-super-heroes.jpg,10086600292,./1 USA - D-H/Gunstar Super Heroes (USA).gba,,2005,x
Treasure Co Ltd.,GBA,astroboy.jpg,10086600278,"./1 USA - A-C/Astro Boy - Omega Factor (USA) (En,Ja,Fr,De,Es,It).gba",Astro Boy - Omega Factor,2003,
Vic Tokai,GENESIS,trouble-shooter.jpg,34912784697,./1 US - Q-Z/Trouble Shooter (USA).md,,1991,x
Vic Tokai,GENESIS,battle-mania2.jpg,4966550493036,"./2 Japan - A-Z/Japan - A-O/Battle Mania Daiginjou (Japan, Korea).md",,1993,x
Vic Tokai,GENESIS,decapattack.jpg,10086010275,"./1 US - A-F/DEcapAttack (USA, Europe, Korea).md",,1991,
Vic Tokai,NES,kidkool.jpg,34912784628,./1 US - G-Q/Kid Kool and the Quest for the Seven Wonder Herbs (USA).nes,,1988,
Vic Tokai,NES,krion-conquest.jpg,34912784666,"./1 US - G-Q/Krion Conquest, The (USA).nes",,1990,
Vic Tokai,GENESIS,whip-rush.jpg,720238100104,./1 US - Q-Z/Whip Rush (USA).md,,1990,x
Vic Tokai,GENESIS,mazin-saga.jpg,34912230361,./1 US - G-P/Mazin Saga - Mutant Fighter (USA).md,,1993,x
Vic Tokai,MEGACD,keio-fs.png,9119940658,./Keio_Flying_Squadron(US-Genesis).cue,Keio Flying Squadron,1993,x
ADK,NEOGEO,magician-lord.jpg,145000000008,1 World A-Z/Magician Lord (maglord).neo,Magician Lord,1991,
Video System,SNES,sonic-wings.jpg,146000000005,????,,1992,x
Video System,NEOGEO,sonic-wings-2.jpg,147000000002,1 World A-Z/Aero Fighters 2 (sonicwi2).neo,Sonic Wings 2,1994,x
Video System,NEOGEO,sonic-wings-3.jpg,148000000009,1 World A-Z/Aero Fighters 3 (sonicwi3).neo,Sonic Wings 3,1995,x
ADK,NEOGEO,twinkle-star-sprites.jpg,149000000006,1 World A-Z/Twinkle Star Sprites (twinspri).neo,Twinkle Star Sprites,1996,x
Other,NEOGEO,shock-troopers.jpg,151000000009,1 World A-Z/Shock Troopers (set 1) (shocktro).neo,Shock Troopers,1997,x
SNK,NEOGEO,garou-mark-of-the-wolves.jpg,152000000006,1 World A-Z/Garou - Mark of the Wolves (garou).neo,Garou - Mark of the Wolves,1999,
SNK,NEOGEO,super-sidekicks-3.jpg,153000000003,1 World A-Z/Super Sidekicks 3 (ssideki3).neo,Super Sidekicks 3: The Next Glory,1995,
SNK,NEOGEO,league-bowling.jpg,154000000000,1 World A-Z/League Bowling (lbowling).neo,League Bowling,1990,
Stern,ARCADE,berzerk.jpg,168000000007,./berzerk.mra,Berzerk,1980,
